Filename,Segment,Analytic,Clout,Authentic,Tone,function,pronoun,ppron,i,we,you,shehe,they,ipron,article,prep,auxverb,adverb,conj,negate,verb,adj,compare,interrog,number,quant,affect,posemo,negemo,anx,anger,sad,social,family,friend,female,male,cogproc,insight,cause,discrep,tentat,certain,differ,percept,see,hear,feel,bio,body,health,sexual,ingest,drives,affiliation,achieve,power,reward,risk,focuspast,focuspresent,focusfuture,relativ,motion,space,time,work,leisure,home,money,relig,death,informal,swear,netspeak,assent,nonflu,filler,AllPunc,Period,Comma,Colon,SemiC,QMark,Exclam,Dash,Quote,Apostro,Parenth,OtherP
20170212 Word of the buddha (part 3).docx,1,40.34,74.50,23.88,40.63,57.97,16.65,7.31,1.32,0.78,3.16,1.20,0.85,9.30,8.22,11.35,10.55,6.90,7.42,2.43,19.11,3.77,1.92,2.64,1.55,2.19,5.69,3.26,2.43,0.35,0.38,0.95,10.01,0.11,0.15,0.32,1.07,13.43,2.96,1.99,2.08,2.65,1.85,3.55,2.95,1.02,1.01,0.33,1.65,0.36,0.85,0.05,0.36,6.03,1.28,1.00,1.93,1.57,0.75,3.50,13.03,1.26,12.18,1.94,5.49,4.83,1.32,0.28,0.12,0.26,1.32,0.34,0.79,0.05,0.04,0.39,0.30,0.06,18.68,5.45,5.12,0.39,0.38,0.61,0.23,0.84,1.56,3.89,0.17,0.04
20170303 Life is a series of unexpected events.docx,1,18.08,76.73,57.13,54.60,60.64,19.95,11.34,3.12,1.24,3.91,1.81,1.26,8.57,5.97,11.08,10.70,9.21,8.18,2.74,20.69,3.97,1.74,3.20,1.15,2.17,5.05,3.29,1.75,0.38,0.25,0.41,12.14,0.16,0.16,0.72,1.39,13.51,2.62,1.82,1.41,3.39,1.67,4.11,1.88,0.56,0.91,0.25,1.90,0.32,1.06,0.02,0.48,7.29,1.62,2.04,1.89,1.71,0.49,5.64,13.44,2.73,15.44,2.67,6.64,6.36,1.58,0.80,0.33,0.30,0.79,0.79,1.32,0.02,0.37,0.40,0.37,0.20,17.99,8.19,5.09,0.00,0.00,0.78,0.02,0.00,0.00,3.90,0.00,0.00
20170317 Entanglement.docx,1,20.11,79.77,61.06,38.19,59.74,19.91,11.36,3.34,1.61,3.94,1.09,1.38,8.52,5.72,11.51,10.19,8.72,8.21,2.88,20.48,4.34,1.67,2.83,1.42,2.47,5.53,3.09,2.39,0.16,0.58,0.82,12.86,0.36,0.33,0.79,1.00,13.23,2.91,2.38,1.48,2.56,1.60,3.69,2.80,1.14,0.95,0.56,1.38,0.52,0.46,0.04,0.31,7.70,2.22,1.24,2.30,1.95,0.64,5.09,13.60,1.06,15.32,2.85,7.92,4.79,1.00,0.80,0.45,0.52,0.70,0.24,1.30,0.16,0.17,0.39,0.43,0.19,18.90,8.17,5.37,0.00,0.00,1.10,0.02,0.00,0.00,4.25,0.00,0.00
20170331 Humoristic Buddhism.docx,1,20.45,80.30,61.35,79.78,59.93,20.50,12.28,4.28,0.68,5.01,1.07,1.24,8.19,5.83,11.53,10.92,8.07,7.56,2.82,20.28,4.51,1.67,2.93,1.39,2.22,6.53,4.72,1.75,0.50,0.41,0.46,14.41,0.71,0.29,0.84,1.05,13.65,2.76,2.00,1.61,3.03,1.58,4.42,3.28,0.98,1.92,0.30,2.33,0.82,1.09,0.03,0.27,6.46,1.88,1.12,2.08,1.80,0.20,4.86,13.95,1.14,13.95,2.12,6.73,5.26,1.53,1.12,0.29,0.14,1.11,0.61,1.48,0.05,0.25,0.56,0.51,0.16,20.10,8.08,6.43,0.00,0.00,1.07,0.04,0.00,0.00,4.47,0.00,0.00
20170407 Blaming yourself and others.docx,1,16.52,87.71,44.62,23.13,59.71,20.86,13.38,4.07,1.59,4.31,2.14,1.28,7.45,5.42,10.63,10.25,8.68,8.07,2.76,19.99,4.11,1.94,2.66,1.10,2.61,5.98,2.88,3.05,0.18,1.36,0.27,16.63,0.71,0.27,0.46,2.41,13.82,2.80,1.95,2.20,3.38,1.40,4.03,2.48,0.90,1.02,0.48,1.79,0.39,1.09,0.04,0.25,7.79,2.84,0.86,2.17,1.46,0.92,5.95,12.88,1.09,13.64,2.11,5.78,5.89,1.45,0.34,0.08,0.36,0.47,0.46,1.27,0.06,0.15,0.54,0.42,0.16,19.51,8.74,5.63,0.00,0.00,1.19,0.00,0.00,0.00,3.92,0.00,0.04
20170428 Am I good enough.docx,1,16.02,88.51,47.58,85.54,61.11,22.24,14.29,4.10,1.23,5.49,2.20,1.27,7.94,5.90,10.87,10.47,7.73,8.58,2.60,20.40,4.41,2.30,3.05,1.46,2.14,6.58,4.97,1.55,0.23,0.51,0.25,16.43,0.55,0.37,0.41,2.35,14.07,3.46,1.80,1.67,3.23,1.68,4.41,2.68,0.90,1.05,0.60,2.20,0.58,0.61,0.05,0.41,8.06,2.58,1.26,2.21,2.15,0.61,5.11,13.39,1.07,12.54,1.97,5.21,5.45,1.25,0.66,0.49,0.53,1.14,0.28,0.85,0.02,0.01,0.36,0.33,0.12,4.33,0.00,0.00,0.00,0.00,0.00,0.00,0.37,0.00,3.92,0.00,0.04
20170505 Ultimate Reality .docx,1,24.96,77.44,57.05,56.11,60.50,20.18,11.01,3.24,1.69,3.56,1.33,1.19,9.03,6.09,12.26,10.62,7.86,7.57,2.53,19.81,4.31,2.11,3.11,1.51,2.05,6.00,3.73,2.12,0.31,0.41,0.35,12.55,0.30,0.28,0.44,1.40,14.70,3.60,1.60,1.54,3.37,1.75,4.48,3.04,0.80,1.12,0.98,1.67,0.26,1.24,0.00,0.08,7.59,2.53,1.01,1.93,2.15,0.64,4.10,14.46,1.15,13.62,1.93,6.55,5.33,1.55,0.86,0.16,0.34,1.07,0.10,0.85,0.02,0.06,0.36,0.34,0.07,4.09,0.01,0.00,0.00,0.00,0.00,0.00,0.20,0.00,3.88,0.00,0.00
20170512 How not to have any stress.docx,1,25.53,77.18,51.31,36.69,59.67,19.15,11.42,3.68,1.30,4.13,1.32,0.98,7.72,6.73,11.44,10.23,8.02,8.55,2.36,19.23,4.35,1.92,2.79,1.27,2.34,6.36,3.49,2.87,0.97,0.32,0.30,12.14,0.28,0.21,0.34,1.46,13.66,2.95,2.28,1.76,2.82,1.57,3.99,2.79,0.86,1.09,0.75,2.22,1.18,0.90,0.01,0.26,6.91,1.87,1.27,2.08,1.81,0.48,4.65,13.17,1.28,13.66,2.11,6.48,5.27,1.79,0.96,0.27,0.36,0.95,0.31,0.84,0.09,0.06,0.29,0.34,0.07,3.63,0.02,0.00,0.01,0.00,0.00,0.00,0.10,0.00,3.50,0.00,0.01
20170519 Relax.docx,1,15.20,87.74,53.77,42.60,60.38,19.83,11.98,2.39,1.28,5.65,1.29,1.37,7.82,5.46,11.05,11.73,9.12,8.50,2.66,21.19,3.83,1.81,3.55,0.89,2.94,5.77,3.34,2.42,0.68,0.50,0.24,14.10,0.29,0.11,0.83,0.83,14.03,2.39,2.59,1.78,3.04,1.81,4.31,2.18,0.55,0.96,0.60,2.57,0.89,1.09,0.00,0.61,6.55,1.89,1.21,1.73,1.43,0.77,4.76,14.87,1.39,15.55,2.67,6.20,7.04,2.02,1.88,0.33,0.39,0.51,0.43,1.07,0.05,0.37,0.16,0.41,0.15,18.39,8.32,4.94,0.00,0.00,0.99,0.02,0.00,0.00,4.11,0.00,0.01
20170526 Caring.docx,1,20.77,75.55,56.83,32.18,60.22,20.44,11.01,3.48,0.97,4.44,0.98,1.15,9.42,5.67,11.50,11.56,7.92,6.95,2.66,21.21,3.90,1.51,3.78,1.04,2.18,6.36,3.26,2.89,0.35,0.92,0.27,12.49,0.17,0.12,0.42,0.99,15.45,3.45,1.88,2.21,3.42,1.83,4.80,2.23,0.71,0.72,0.70,1.76,0.94,0.54,0.18,0.10,8.08,1.68,1.32,2.76,1.55,1.23,5.18,13.92,1.27,13.48,2.44,6.59,4.53,1.51,0.92,0.22,0.14,1.64,0.35,1.00,0.05,0.08,0.34,0.40,0.14,18.86,8.21,5.49,0.01,0.00,0.83,0.01,0.00,0.00,4.30,0.00,0.00
20170609 How to resolve conflicts.docx,1,25.88,80.95,59.97,33.58,59.46,19.35,11.37,3.13,0.94,3.69,2.14,1.47,7.93,5.92,11.87,9.90,8.46,7.55,2.53,19.69,4.61,1.83,2.79,1.11,2.29,5.11,2.75,2.30,0.40,0.95,0.16,13.93,0.37,0.32,0.92,1.97,13.75,2.82,2.58,1.45,3.03,1.47,4.11,2.87,0.97,1.30,0.38,1.70,0.83,0.56,0.09,0.27,7.09,1.64,1.16,2.59,1.65,0.62,6.03,12.09,1.17,16.05,2.82,8.42,5.21,1.50,0.73,0.37,0.24,0.75,0.04,0.86,0.04,0.15,0.31,0.32,0.13,17.60,7.47,5.89,0.00,0.00,0.70,0.01,0.00,0.00,3.53,0.00,0.00
20170630 How to react to life.docx,1,22.00,79.54,51.65,70.76,60.93,19.00,11.24,3.72,0.99,5.19,0.73,0.61,7.76,6.55,11.90,10.69,8.46,9.18,2.87,18.44,4.47,1.67,2.87,1.11,2.72,5.64,3.99,1.60,0.16,0.22,0.16,12.32,0.57,0.13,0.25,0.84,12.44,2.65,1.82,1.39,2.81,1.57,3.62,2.18,0.60,0.85,0.55,2.33,0.63,1.30,0.03,0.42,6.85,1.91,0.75,2.06,1.88,0.57,4.19,14.23,0.85,13.38,2.08,6.52,4.99,1.60,0.85,0.31,0.52,1.63,0.12,0.97,0.03,0.09,0.36,0.45,0.06,4.53,0.03,0.01,0.00,0.00,0.00,0.00,0.16,0.00,4.20,0.00,0.12
20170708 Guided Meditation.docx,1,33.65,82.66,45.84,87.40,59.95,19.03,9.91,1.89,1.60,4.55,1.17,0.70,9.09,6.85,12.02,10.28,7.22,7.01,2.19,19.73,4.51,2.17,3.36,1.42,2.85,6.83,5.19,1.60,0.45,0.35,0.06,11.12,0.00,0.14,0.00,1.27,14.54,3.79,2.05,1.97,3.57,1.70,3.77,2.42,0.86,0.80,0.66,1.85,1.11,0.66,0.00,0.06,6.58,1.91,1.15,1.62,1.85,0.47,2.99,14.85,1.68,14.07,2.30,5.80,6.23,1.17,1.21,0.18,0.10,1.21,0.10,0.88,0.02,0.20,0.37,0.14,0.16,18.95,6.40,7.51,0.04,0.00,0.90,0.02,0.53,1.46,2.05,0.00,0.04
20171006 Facing difficult situations in life.docx,1,14.93,79.67,67.41,43.62,61.07,21.23,12.79,4.40,1.00,4.72,1.16,1.51,8.40,5.40,11.09,10.37,9.39,8.49,2.49,20.72,4.27,1.41,2.95,1.14,2.50,5.87,3.42,2.44,0.42,0.50,0.28,13.50,0.14,0.15,0.33,1.04,13.08,3.71,1.37,1.50,2.59,1.39,4.00,2.40,0.60,1.26,0.42,1.88,0.53,0.95,0.03,0.34,6.32,1.60,0.79,1.97,1.68,0.67,5.50,13.77,1.03,14.25,2.43,6.10,5.86,1.49,0.61,0.23,0.51,1.02,0.17,1.20,0.03,0.19,0.29,0.47,0.18,4.22,0.08,0.00,0.01,0.00,0.00,0.00,0.13,0.00,4.00,0.00,0.00
20171020 Vibe.docx,1,22.76,76.89,57.95,49.76,61.38,18.71,10.98,3.10,1.08,3.77,1.74,1.29,7.67,6.44,11.73,10.15,9.43,8.67,2.62,19.42,3.68,1.39,2.88,1.17,2.49,5.86,3.50,2.21,0.43,0.59,0.52,12.64,0.15,0.16,0.61,1.42,14.58,3.45,1.77,1.18,3.49,1.78,4.38,3.08,1.08,1.05,0.88,1.34,0.45,0.53,0.01,0.27,6.03,1.71,0.63,2.03,1.15,0.81,5.18,12.82,0.76,14.19,2.79,6.90,4.67,0.87,0.88,0.33,0.13,1.07,0.35,0.96,0.02,0.07,0.41,0.33,0.11,3.75,0.00,0.00,0.00,0.00,0.00,0.00,0.14,0.00,3.58,0.00,0.02
20171027 Secular mindfulness.docx,1,25.85,71.69,55.82,67.56,58.51,19.06,10.27,3.63,0.85,3.80,1.07,0.92,8.73,6.20,11.25,10.36,7.87,7.65,2.53,19.55,4.25,2.11,2.64,1.50,2.74,5.69,3.94,1.72,0.25,0.27,0.45,11.12,0.30,0.29,0.51,1.09,14.33,4.20,1.96,1.28,2.61,1.63,3.87,2.63,1.15,0.77,0.34,2.24,1.00,0.49,0.10,0.59,7.32,1.75,1.00,2.26,1.71,1.00,4.71,13.15,1.05,12.54,2.17,6.16,4.42,1.38,0.91,0.28,0.48,1.15,0.13,0.97,0.01,0.06,0.51,0.34,0.06,3.96,0.07,0.02,0.00,0.00,0.00,0.00,0.15,0.00,3.65,0.00,0.07
20171124 Lower your expectations.docx,1,18.01,77.32,55.24,62.75,61.58,20.67,12.19,4.15,1.22,4.04,1.44,1.34,8.46,5.81,11.53,10.53,8.24,8.99,2.67,19.82,4.31,1.71,3.03,0.99,2.05,6.80,4.34,2.39,0.43,0.50,0.76,13.09,0.15,0.11,0.60,1.12,14.08,3.16,1.70,1.85,3.12,1.62,4.00,2.41,0.96,0.99,0.33,1.72,0.55,0.85,0.05,0.20,7.17,1.92,1.65,2.10,1.63,0.81,5.22,13.39,1.23,13.78,2.09,7.10,4.79,1.52,0.43,0.16,0.16,1.45,0.01,0.82,0.02,0.09,0.38,0.19,0.15,4.08,0.01,0.00,0.00,0.00,0.00,0.00,0.09,0.00,3.97,0.00,0.01
20171201 Ultimate truth and reality .docx,1,19.57,75.64,52.80,54.12,60.40,19.59,9.73,2.69,0.81,3.94,0.99,1.29,9.85,6.49,10.79,10.67,9.01,8.65,2.31,20.11,4.98,2.20,3.36,1.27,2.83,5.63,3.50,2.00,0.13,0.44,0.54,10.98,0.11,0.17,0.24,1.08,13.54,3.08,1.77,1.33,2.89,2.20,3.71,2.51,0.97,1.02,0.44,1.45,0.32,0.77,0.00,0.43,6.43,1.43,1.20,2.07,1.51,0.54,4.92,13.33,1.04,14.26,2.14,6.99,5.22,1.39,0.63,0.37,0.19,0.71,0.20,1.35,0.10,0.27,0.32,0.48,0.18,3.99,0.02,0.00,0.00,0.00,0.00,0.00,0.07,0.00,3.88,0.00,0.01
20171215 Relax to the max.docx,1,16.42,84.61,58.87,70.12,61.43,20.99,12.40,3.89,1.35,4.76,1.52,0.87,8.54,5.63,11.27,10.43,9.28,8.35,2.47,20.65,3.99,1.62,2.98,0.94,2.70,5.56,3.93,1.58,0.48,0.25,0.18,14.47,0.60,0.19,0.94,1.27,14.58,3.85,2.06,1.60,2.94,1.45,4.00,2.34,0.71,1.27,0.31,1.53,0.46,0.58,0.02,0.50,6.74,2.51,0.92,1.87,1.38,0.50,5.56,13.66,0.97,13.74,2.33,5.68,5.85,1.53,0.91,0.25,0.45,1.12,0.15,1.16,0.03,0.14,0.43,0.37,0.21,4.14,0.01,0.00,0.01,0.00,0.00,0.00,0.22,0.00,3.89,0.00,0.01
20171229 Manifestation of consciousness and future preductions.docx,1,19.35,85.76,35.35,55.15,61.54,20.37,11.94,3.07,0.78,3.89,2.90,1.30,8.41,6.77,10.84,10.40,8.93,8.99,1.97,21.17,3.58,1.78,2.87,1.23,1.94,4.48,3.01,1.45,0.31,0.29,0.18,14.81,0.63,0.22,1.99,1.71,13.90,3.41,1.71,1.68,3.34,1.56,3.71,3.07,0.97,1.39,0.61,1.94,0.46,1.22,0.11,0.26,5.57,1.48,0.94,1.60,1.44,0.48,6.08,13.06,1.60,13.14,2.31,5.71,5.35,1.53,0.65,0.26,0.25,0.93,0.51,1.41,0.02,0.29,0.47,0.44,0.21,3.92,0.03,0.00,0.00,0.00,0.00,0.00,0.12,0.00,3.75,0.00,0.02
20171231 New year's eve dhamma talk for 2018.docx,1,23.22,82.40,37.68,71.10,59.69,20.47,11.24,3.23,1.56,2.99,2.67,0.79,9.20,5.94,11.61,10.39,7.82,7.85,2.22,20.58,4.96,2.10,3.10,1.30,2.78,5.48,3.89,1.47,0.15,0.16,0.28,14.09,0.63,0.22,0.98,2.72,12.42,2.50,1.49,1.44,2.89,1.74,3.87,2.47,0.95,1.01,0.49,1.89,0.39,1.09,0.01,0.30,7.80,2.95,1.03,1.94,1.83,0.79,6.57,12.55,1.22,13.62,2.55,5.75,5.61,2.04,0.86,0.52,0.82,0.80,0.21,1.25,0.01,0.16,0.49,0.37,0.22,3.92,0.01,0.00,0.00,0.00,0.00,0.00,0.16,0.00,3.71,0.00,0.03
20180126 Past life personality.docx,1,25.86,82.76,49.43,61.36,59.61,19.22,10.76,2.95,0.96,2.56,2.29,2.01,8.41,6.47,11.26,9.72,8.34,8.60,1.86,19.11,3.98,2.01,2.61,1.54,2.67,4.10,2.91,1.03,0.04,0.26,0.11,14.39,1.03,0.22,1.28,2.14,13.14,3.24,1.54,1.50,3.17,1.57,3.64,2.29,0.94,1.06,0.17,1.69,0.25,1.21,0.07,0.17,6.62,2.24,0.98,2.04,1.44,0.40,7.13,11.13,0.70,14.88,2.20,6.64,6.38,1.88,0.98,0.31,0.36,0.70,0.32,1.01,0.01,0.04,0.30,0.43,0.21,3.21,0.01,0.00,0.00,0.00,0.00,0.00,0.17,0.00,2.99,0.00,0.02
20180202 Learning how to live together.docx,1,18.96,82.41,44.48,72.97,62.25,20.81,11.50,3.29,1.69,3.13,1.80,1.60,9.28,6.26,11.43,10.21,8.27,9.26,2.40,19.71,3.64,1.93,3.13,1.41,2.32,5.58,4.00,1.47,0.10,0.39,0.21,14.60,0.35,0.24,0.59,1.92,15.15,3.96,2.10,1.51,2.94,1.46,4.36,3.37,1.24,1.63,0.44,1.38,0.30,0.59,0.02,0.30,7.84,3.09,1.41,2.28,1.42,0.42,5.36,12.49,0.78,11.87,1.65,5.99,4.32,2.21,0.79,0.17,0.22,1.12,0.22,1.06,0.05,0.04,0.38,0.44,0.14,3.56,0.03,0.00,0.00,0.00,0.00,0.00,0.10,0.00,3.38,0.00,0.05
20180216 Authenticity.docx,1,12.64,79.60,58.35,78.36,62.41,22.01,12.98,4.49,0.93,4.31,2.14,1.10,9.01,5.93,10.42,10.45,9.48,8.73,2.63,21.50,3.89,1.90,3.35,1.37,2.04,5.13,3.98,1.12,0.28,0.12,0.14,14.73,0.46,0.30,1.27,1.59,14.79,3.95,1.66,1.35,3.23,1.51,4.57,3.01,1.27,1.32,0.30,1.32,0.44,0.68,0.12,0.10,6.63,1.87,1.16,2.16,1.67,0.48,6.15,14.25,0.98,12.74,2.29,5.97,4.66,1.34,0.67,0.45,0.39,1.08,0.11,1.24,0.01,0.15,0.49,0.38,0.22,4.60,0.11,0.00,0.02,0.00,0.00,0.00,0.20,0.00,4.27,0.00,0.00
20180223 Buddhism and dogs.docx,1,20.79,85.61,43.49,61.21,59.87,19.70,11.94,2.88,1.56,4.46,1.73,1.31,7.75,6.92,10.20,10.16,8.11,9.05,2.45,20.45,3.74,1.71,2.25,1.47,2.24,5.09,3.47,1.60,0.24,0.52,0.30,13.62,0.08,0.29,0.93,1.21,13.77,4.24,1.59,1.68,3.23,1.10,3.67,2.78,1.21,0.99,0.39,1.66,0.45,0.55,0.01,0.57,6.77,2.28,0.88,2.09,1.54,0.42,5.11,14.46,1.02,12.64,2.35,5.69,4.83,1.37,0.48,0.29,0.46,0.88,0.40,1.65,0.01,0.24,0.62,0.42,0.35,4.08,0.01,0.00,0.02,0.00,0.00,0.00,0.14,0.00,3.90,0.00,0.00
20180309 Stress - overreaction to life.docx,1,18.46,80.11,60.23,35.18,60.71,19.90,12.08,3.93,1.53,4.18,1.35,1.09,7.77,5.71,11.34,10.70,9.12,8.65,2.21,20.57,3.94,1.57,2.75,1.32,2.43,5.85,3.19,2.65,0.99,0.62,0.20,13.08,0.42,0.34,0.35,1.58,13.10,3.19,1.73,1.42,2.73,1.38,4.14,2.06,0.81,0.76,0.43,1.41,0.51,0.71,0.01,0.17,8.13,2.43,1.11,2.86,1.60,0.54,5.52,13.58,1.11,14.06,2.38,6.75,5.15,2.52,1.35,0.52,0.72,0.54,0.30,1.20,0.04,0.17,0.38,0.38,0.19,7.45,1.44,1.30,0.01,0.00,0.70,0.00,0.13,0.00,3.87,0.00,0.00
20180316 Being Afraid.docx,1,24.23,79.06,51.23,46.49,59.48,18.77,10.79,3.02,1.15,3.89,1.60,1.12,7.97,6.40,11.30,10.31,8.56,8.15,2.64,19.91,4.18,1.59,2.85,1.62,2.32,6.71,3.87,2.75,1.22,0.34,0.24,12.60,0.35,0.24,0.71,1.50,13.11,3.25,1.94,1.33,2.67,1.51,3.86,2.47,1.02,0.72,0.51,1.68,0.50,0.84,0.13,0.18,6.55,1.82,1.24,1.85,1.84,0.53,5.46,12.84,1.05,13.98,2.72,6.42,5.16,1.67,0.84,0.17,0.45,0.74,0.47,1.14,0.03,0.19,0.42,0.33,0.19,4.17,0.02,0.00,0.00,0.00,0.00,0.00,0.19,0.00,3.96,0.00,0.00
20180411 Below the mist.docx,1,23.76,83.24,46.39,74.61,60.72,20.03,11.87,3.26,1.19,4.56,2.14,0.72,8.16,5.96,12.23,10.47,8.09,8.36,2.17,20.28,4.45,2.58,2.88,1.05,2.59,6.52,4.56,1.93,0.22,0.51,0.27,13.18,0.55,0.22,1.66,1.01,13.42,3.30,2.11,1.65,2.81,1.25,3.82,2.72,0.80,0.93,0.68,1.92,0.40,1.10,0.01,0.32,6.56,1.94,1.02,2.03,1.65,0.49,4.67,13.65,1.17,13.85,2.92,6.63,4.48,1.66,0.52,0.28,0.37,1.25,0.31,0.79,0.04,0.04,0.30,0.39,0.01,4.04,0.01,0.00,0.00,0.00,0.00,0.00,0.16,0.00,3.87,0.00,0.00
20180413 Learn to be silent.docx,1,15.41,79.46,67.77,81.34,60.41,20.56,12.24,4.44,0.96,4.85,1.11,0.89,8.29,5.29,11.01,10.80,9.01,8.60,2.55,20.63,3.89,1.55,2.76,1.60,2.30,6.20,4.61,1.53,0.16,0.34,0.19,13.31,0.34,0.15,0.91,0.56,13.73,3.96,1.64,1.13,3.12,1.45,3.86,2.83,0.75,1.24,0.76,1.59,0.61,0.58,0.01,0.37,6.54,1.84,1.28,2.05,1.59,0.46,5.34,13.54,0.97,13.74,2.04,6.05,5.75,2.49,0.83,0.24,0.25,0.55,0.07,1.50,0.04,0.14,0.47,0.70,0.21,4.24,0.02,0.00,0.00,0.00,0.00,0.00,0.14,0.00,4.08,0.00,0.00
20180511 Power of silence.docx,1,22.19,77.64,50.50,58.31,61.37,18.76,10.56,3.38,0.79,3.70,1.48,1.20,8.18,6.91,11.15,10.06,9.23,9.60,2.09,20.39,4.21,1.95,2.72,1.17,2.39,4.31,3.00,1.28,0.16,0.44,0.22,12.97,0.26,0.11,0.53,1.34,13.85,3.58,1.85,1.49,3.18,1.31,4.36,4.16,1.25,2.40,0.37,1.28,0.49,0.55,0.00,0.23,6.31,1.53,0.96,2.57,1.33,0.31,5.69,12.03,0.91,12.73,2.13,5.86,4.84,1.58,0.69,0.23,0.21,1.15,0.02,1.09,0.03,0.22,0.37,0.42,0.03,3.31,0.01,0.00,0.00,0.00,0.00,0.00,0.07,0.00,3.22,0.00,0.01
20180525 Learn to not blame yourself.docx,1,14.28,81.69,45.75,49.72,62.59,21.14,12.06,3.07,1.60,3.87,1.95,1.57,9.00,6.05,11.08,11.41,8.59,9.33,2.56,20.44,4.01,1.69,2.78,1.27,1.91,5.67,3.47,2.18,0.24,0.66,0.29,13.75,0.14,0.08,0.73,1.50,15.57,3.68,2.32,1.96,3.13,1.57,4.55,2.09,0.54,0.86,0.61,1.57,0.67,0.57,0.06,0.31,7.68,2.38,1.38,1.97,1.98,0.80,5.57,13.32,1.07,12.96,1.90,5.91,5.21,1.72,0.93,0.25,0.31,1.03,0.12,1.39,0.01,0.11,0.38,0.52,0.38,4.41,0.05,0.00,0.00,0.00,0.00,0.00,0.11,0.00,4.18,0.00,0.08
20180608 Right listening.docx,1,17.33,89.96,37.25,44.32,60.52,20.32,12.39,2.81,1.18,3.75,2.70,1.95,7.92,6.10,10.57,10.25,8.37,9.62,2.22,20.99,4.28,1.60,3.38,1.11,2.30,5.40,3.18,2.17,0.25,0.49,0.27,17.56,0.29,0.23,0.47,2.81,14.91,3.82,1.77,1.63,3.84,1.44,4.62,5.43,0.97,3.67,0.55,1.16,0.44,0.49,0.07,0.14,7.43,2.01,0.89,2.38,1.45,1.03,5.44,13.66,0.97,12.13,1.80,5.47,4.93,1.16,0.36,0.26,0.33,0.66,0.21,0.77,0.04,0.10,0.25,0.27,0.12,4.11,0.14,0.00,0.03,0.00,0.00,0.00,0.25,0.00,3.70,0.00,0.00
20180706 Buddhism and evil.docx,1,22.31,87.36,34.88,15.38,59.88,20.60,12.02,2.71,1.47,4.02,2.43,1.40,8.57,5.96,11.58,9.91,8.02,7.83,2.79,20.15,4.09,1.80,2.89,0.96,2.74,6.16,2.70,3.44,0.21,0.99,0.45,14.97,0.40,0.22,0.81,2.08,12.89,3.13,1.34,1.33,3.09,1.68,3.51,2.78,0.78,0.99,0.74,2.46,0.54,1.34,0.04,0.63,8.03,2.42,0.77,1.93,2.09,0.98,4.93,13.95,0.73,13.08,2.35,6.33,4.73,1.26,0.53,0.67,0.49,0.54,0.56,0.77,0.01,0.07,0.27,0.25,0.15,4.51,0.01,0.00,0.00,0.00,0.00,0.00,0.15,0.00,4.34,0.00,0.00
20181102 Energy in our body from inspiration.docx,1,21.25,75.82,57.31,72.79,60.65,20.19,11.67,3.94,0.72,3.97,2.29,0.74,8.51,6.25,11.18,9.94,8.62,8.75,2.03,19.81,3.40,1.50,2.96,1.43,2.23,5.30,3.90,1.39,0.11,0.31,0.43,12.81,0.16,0.27,0.70,1.96,14.38,3.53,1.86,1.08,3.84,1.08,4.43,2.19,0.73,0.91,0.40,2.03,0.58,0.87,0.01,0.57,6.50,1.40,1.31,2.34,1.60,0.39,6.17,12.03,0.97,13.58,2.20,6.04,5.58,1.75,1.09,0.34,0.39,1.10,0.08,1.07,0.09,0.11,0.30,0.42,0.14,3.94,0.02,0.02,0.00,0.00,0.00,0.00,0.16,0.00,3.72,0.00,0.02
20181109 Addictions and attachments.docx,1,28.80,69.30,61.95,53.05,59.75,19.11,10.83,4.17,1.10,3.29,1.13,1.15,8.26,6.74,11.79,9.75,7.67,8.29,2.50,19.05,3.73,1.69,2.57,1.38,2.43,5.52,3.48,2.03,0.18,0.61,0.35,11.41,0.14,0.23,0.52,1.01,13.84,3.28,1.64,1.27,3.45,1.19,4.05,2.87,1.19,1.02,0.54,2.22,0.32,1.18,0.05,0.82,6.76,1.77,0.78,2.16,2.06,0.55,5.87,11.47,0.86,13.72,2.20,6.10,5.48,1.19,1.16,0.14,0.64,0.86,0.29,1.24,0.03,0.07,0.60,0.32,0.21,3.68,0.02,0.00,0.01,0.00,0.00,0.00,0.18,0.00,3.43,0.00,0.03
20181130 Death and grief.docx,1,22.62,82.25,47.35,60.66,59.48,19.28,11.07,2.93,1.38,2.83,2.34,1.59,8.18,6.38,10.99,10.42,8.29,8.55,2.30,20.69,4.00,1.70,2.92,1.48,2.73,5.51,3.66,1.82,0.23,0.43,0.60,13.98,0.91,0.22,0.67,2.67,14.11,3.22,1.77,1.55,3.06,1.89,3.61,2.86,1.15,1.29,0.32,2.06,0.37,1.36,0.01,0.17,6.46,2.80,1.07,1.43,1.23,0.38,6.52,11.45,1.15,14.72,2.37,5.79,6.73,1.27,0.97,0.36,0.37,0.60,1.32,1.06,0.09,0.21,0.23,0.28,0.23,3.72,0.03,0.00,0.01,0.00,0.00,0.00,0.08,0.00,3.59,0.00,0.00
